date,state,fips,cases,deaths
2021-11-23,South Carolina,45,914384,14135
2021-11-23,South Dakota,46,163721,2318
2021-11-23,Tennessee,47,1278841,16775
2021-11-23,Texas,48,4306962,73832
2021-11-23,Utah,49,588036,3457
2021-11-23,Vermont,50,47805,406
2021-11-23,Virgin Islands,78,7480,85
2021-11-23,Virginia,51,959156,14573
2021-11-23,Washington,53,769808,9225
2021-11-23,West Virginia,54,290026,4770
2021-11-23,Wisconsin,55,958496,9873
2021-11-23,Wyoming,56,110051,1347
2021-11-24,Alabama,01,844196,16102
2021-11-24,Alaska,02,148491,846
2021-11-24,American Samoa,60,5,0
2021-11-24,Arizona,04,1252248,22098
2021-11-24,Arkansas,05,525824,8643
2021-11-24,California,06,5060127,74308
2021-11-24,Colorado,08,822234,9252
2021-11-24,Connecticut,09,416573,8865
2021-11-24,Delaware,10,151164,2164
2021-11-24,District of Columbia,11,66510,1196
2021-11-24,Florida,12,3684332,61147
2021-11-24,Georgia,13,1624964,29238
2021-11-24,Guam,66,20106,264
2021-11-24,Hawaii,15,84239,1005
2021-11-24,Idaho,16,305160,3892
2021-11-24,Illinois,17,1790437,29258
2021-11-24,Indiana,18,1088095,17386
2021-11-24,Iowa,19,520318,7354
2021-11-24,Kansas,20,462152,6707
2021-11-24,Kentucky,21,782638,10880
2021-11-24,Louisiana,22,769051,14777
2021-11-24,Maine,23,117941,1303
2021-11-24,Maryland,24,580729,11148
2021-11-24,Massachusetts,25,904407,19329
2021-11-24,Michigan,26,1444554,25213
2021-11-24,Minnesota,27,891223,9406
2021-11-24,Mississippi,28,512632,10262
2021-11-24,Missouri,29,913081,15446
2021-11-24,Montana,30,189882,2614
2021-11-24,Nebraska,31,305358,3132
2021-11-24,Nevada,32,467774,7972
2021-11-24,New Hampshire,33,155711,1683
2021-11-24,New Jersey,34,1238359,28307
2021-11-24,New Mexico,35,308152,5312
2021-11-24,New York,36,2691097,56816
2021-11-24,North Carolina,37,1525775,18696
2021-11-24,North Dakota,38,159880,1905
2021-11-24,Northern Mariana Islands,69,604,3
2021-11-24,Ohio,39,1660131,26190
2021-11-24,Oklahoma,40,662220,10879
2021-11-24,Oregon,41,387485,5116
2021-11-24,Pennsylvania,42,1704528,33101
2021-11-24,Puerto Rico,72,221196,3266
2021-11-24,Rhode Island,44,188561,2915
2021-11-24,South Carolina,45,914946,14153
2021-11-24,South Dakota,46,164292,2320
2021-11-24,Tennessee,47,1280475,16826
2021-11-24,Texas,48,4312664,73921
2021-11-24,Utah,49,589842,3470
2021-11-24,Vermont,50,48120,406
2021-11-24,Virgin Islands,78,7490,85
2021-11-24,Virginia,51,960691,14597
2021-11-24,Washington,53,770886,9256
2021-11-24,West Virginia,54,290909,4817
2021-11-24,Wisconsin,55,963456,9922
2021-11-24,Wyoming,56,110264,1347
2021-11-25,Alabama,01,844594,16115
2021-11-25,Alaska,02,148491,846
2021-11-25,American Samoa,60,5,0
2021-11-25,Arizona,04,1255597,22173
2021-11-25,Arkansas,05,526403,8652
2021-11-25,California,06,5060129,74314
2021-11-25,Colorado,08,824349,9263
2021-11-25,Connecticut,09,416573,8865
2021-11-25,Delaware,10,151655,2173
2021-11-25,District of Columbia,11,66510,1196
2021-11-25,Florida,12,3684332,61147
2021-11-25,Georgia,13,1624964,29238
2021-11-25,Guam,66,20106,264
2021-11-25,Hawaii,15,84315,1011
2021-11-25,Idaho,16,305160,3892
2021-11-25,Illinois,17,1790437,29258
2021-11-25,Indiana,18,1088095,17386
2021-11-25,Iowa,19,520318,7354
2021-11-25,Kansas,20,462152,6707
2021-11-25,Kentucky,21,782745,10894
2021-11-25,Louisiana,22,769051,14777
2021-11-25,Maine,23,118489,1303
2021-11-25,Maryland,24,580729,11148
2021-11-25,Massachusetts,25,904407,19329
2021-11-25,Michigan,26,1444554,25213
2021-11-25,Minnesota,27,891223,9406
2021-11-25,Mississippi,28,512632,10262
2021-11-25,Missouri,29,913078,15446
2021-11-25,Montana,30,189882,2614
2021-11-25,Nebraska,31,305358,3132
2021-11-25,Nevada,32,467774,7972
2021-11-25,New Hampshire,33,155711,1683
2021-11-25,New Jersey,34,1241210,28323
2021-11-25,New Mexico,35,308152,5312
2021-11-25,New York,36,2697859,56840
2021-11-25,North Carolina,37,1526197,18699
2021-11-25,North Dakota,38,160588,1912
2021-11-25,Northern Mariana Islands,69,649,3
2021-11-25,Ohio,39,1660131,26190
2021-11-25,Oklahoma,40,662220,10879
2021-11-25,Oregon,41,387485,5116
2021-11-25,Pennsylvania,42,1710478,33247
2021-11-25,Puerto Rico,72,221333,3266
2021-11-25,Rhode Island,44,188561,2915
2021-11-25,South Carolina,45,914946,14153
2021-11-25,South Dakota,46,164292,2320
2021-11-25,Tennessee,47,1280475,16826
2021-11-25,Texas,48,4312993,73922
2021-11-25,Utah,49,589842,3470
2021-11-25,Vermont,50,48120,406
2021-11-25,Virgin Islands,78,7490,85
2021-11-25,Virginia,51,962472,14616
2021-11-25,Washington,53,770886,9256
2021-11-25,West Virginia,54,290909,4817
2021-11-25,Wisconsin,55,967662,9940
2021-11-25,Wyoming,56,110264,1347
2021-11-26,Alabama,01,844594,16115
2021-11-26,Alaska,02,149116,853
2021-11-26,American Samoa,60,5,0
2021-11-26,Arizona,04,1258919,22177
2021-11-26,Arkansas,05,526706,8652
2021-11-26,California,06,5062119,74355
2021-11-26,Colorado,08,825658,9270
2021-11-26,Connecticut,09,418473,8865
2021-11-26,Delaware,10,152165,2173
2021-11-26,District of Columbia,11,66510,1196
2021-11-26,Florida,12,3684332,61147
2021-11-26,Georgia,13,1624964,29238
2021-11-26,Guam,66,20124,264
2021-11-26,Hawaii,15,84334,1012
2021-11-26,Idaho,16,305552,3892
2021-11-26,Illinois,17,1790437,29258
2021-11-26,Indiana,18,1088095,17386
2021-11-26,Iowa,19,520318,7354
2021-11-26,Kansas,20,462152,6704
2021-11-26,Kentucky,21,782745,10894
2021-11-26,Louisiana,22,769051,14777
2021-11-26,Maine,23,118489,1303
2021-11-26,Maryland,24,580729,11148
2021-11-26,Massachusetts,25,909705,19351
2021-11-26,Michigan,26,1444554,25213
2021-11-26,Minnesota,27,895353,9462
2021-11-26,Mississippi,28,512632,10262
2021-11-26,Missouri,29,913351,15446
2021-11-26,Montana,30,190210,2632
2021-11-26,Nebraska,31,305358,3132
2021-11-26,Nevada,32,467774,7972
2021-11-26,New Hampshire,33,155711,1683
2021-11-26,New Jersey,34,1243354,28326
2021-11-26,New Mexico,35,308152,5312
2021-11-26,New York,36,2706059,56861
2021-11-26,North Carolina,37,1526197,18699
2021-11-26,North Dakota,38,160762,1912
2021-11-26,Northern Mariana Islands,69,669,3
2021-11-26,Ohio,39,1669274,26483
2021-11-26,Oklahoma,40,662220,10879
2021-11-26,Oregon,41,387485,5116
2021-11-26,Pennsylvania,42,1716600,33247
2021-11-26,Puerto Rico,72,221437,3266
2021-11-26,Rhode Island,44,188561,2915
2021-11-26,South Carolina,45,915671,14186
2021-11-26,South Dakota,46,164292,2320
2021-11-26,Tennessee,47,1280475,16826
2021-11-26,Texas,48,4313033,73923
2021-11-26,Utah,49,592258,3487
2021-11-26,Vermont,50,48120,406
2021-11-26,Virgin Islands,78,7490,85
2021-11-26,Virginia,51,963739,14635
2021-11-26,Washington,53,770886,9256
2021-11-26,West Virginia,54,290909,4817
2021-11-26,Wisconsin,55,968415,9944
2021-11-26,Wyoming,56,110264,1347
2021-11-27,Alabama,01,844951,16115
2021-11-27,Alaska,02,149116,853
2021-11-27,American Samoa,60,5,0
2021-11-27,Arizona,04,1262574,22224
2021-11-27,Arkansas,05,527213,8653
2021-11-27,California,06,5062737,74374
2021-11-27,Colorado,08,826047,9274
2021-11-27,Connecticut,09,418473,8865
2021-11-27,Delaware,10,152407,2173
2021-11-27,District of Columbia,11,66510,1196
2021-11-27,Florida,12,3684332,61147
2021-11-27,Georgia,13,1624964,29238
2021-11-27,Guam,66,20124,264
2021-11-27,Hawaii,15,84466,1012
2021-11-27,Idaho,16,305790,3900
2021-11-27,Illinois,17,1790437,29258
2021-11-27,Indiana,18,1088095,17386
2021-11-27,Iowa,19,520318,7354
2021-11-27,Kansas,20,462152,6704
2021-11-27,Kentucky,21,782745,10900
2021-11-27,Louisiana,22,769051,14777
2021-11-27,Maine,23,118489,1303
2021-11-27,Maryland,24,583532,11178
2021-11-27,Massachusetts,25,909705,19351
2021-11-27,Michigan,26,1444554,25213
2021-11-27,Minnesota,27,895353,9462
2021-11-27,Mississippi,28,512632,10262
2021-11-27,Missouri,29,914006,15449
2021-11-27,Montana,30,190210,2632
2021-11-27,Nebraska,31,305358,3132
2021-11-27,Nevada,32,467774,7972
2021-11-27,New Hampshire,33,155711,1683
2021-11-27,New Jersey,34,1245344,28335
2021-11-27,New Mexico,35,308152,5312
2021-11-27,New York,36,2709306,56917
2021-11-27,North Carolina,37,1526197,18699
2021-11-27,North Dakota,38,161131,1915
2021-11-27,Northern Mariana Islands,69,669,3
2021-11-27,Ohio,39,1673496,26483
2021-11-27,Oklahoma,40,662220,10879
2021-11-27,Oregon,41,387485,5116
2021-11-27,Pennsylvania,42,1721743,33251
2021-11-27,Puerto Rico,72,221512,3268
2021-11-27,Rhode Island,44,188561,2915
2021-11-27,South Carolina,45,915671,14186
2021-11-27,South Dakota,46,164292,2320
2021-11-27,Tennessee,47,1280475,16826
2021-11-27,Texas,48,4313070,73923
2021-11-27,Utah,49,592258,3487
2021-11-27,Vermont,50,48120,406
2021-11-27,Virgin Islands,78,7490,85
2021-11-27,Virginia,51,963739,14635
2021-11-27,Washington,53,770886,9256
2021-11-27,West Virginia,54,290909,4817
2021-11-27,Wisconsin,55,968415,9944
2021-11-27,Wyoming,56,110264,1347
2021-11-28,Alabama,01,845108,16115
2021-11-28,Alaska,02,149116,853
2021-11-28,American Samoa,60,5,0
2021-11-28,Arizona,04,1264848,22229
2021-11-28,Arkansas,05,527587,8653
2021-11-28,California,06,5063311,74385
2021-11-28,Colorado,08,826963,9289
2021-11-28,Connecticut,09,418473,8865
2021-11-28,Delaware,10,152670,2173
2021-11-28,District of Columbia,11,66510,1196
2021-11-28,Florida,12,3684999,61147
2021-11-28,Georgia,13,1624964,29238
2021-11-28,Guam,66,20132,264
2021-11-28,Hawaii,15,84615,1015
2021-11-28,Idaho,16,305790,3900
2021-11-28,Illinois,17,1790437,29258
2021-11-28,Indiana,18,1088095,17386
2021-11-28,Iowa,19,522858,7354
2021-11-28,Kansas,20,462152,6704
2021-11-28,Kentucky,21,782745,10900
2021-11-28,Louisiana,22,769051,14777
2021-11-28,Maine,23,118489,1303
2021-11-28,Maryland,24,584370,11186
2021-11-28,Massachusetts,25,909705,19351
2021-11-28,Michigan,26,1444554,25213
2021-11-28,Minnesota,27,895353,9462
2021-11-28,Mississippi,28,512632,10262
2021-11-28,Missouri,29,914175,15450
2021-11-28,Montana,30,190210,2632
2021-11-28,Nebraska,31,305358,3146
2021-11-28,Nevada,32,467774,7972
2021-11-28,New Hampshire,33,155711,1683
2021-11-28,New Jersey,34,1247213,28339
2021-11-28,New Mexico,35,308152,5312
2021-11-28,New York,36,2713812,56944
2021-11-28,North Carolina,37,1526197,18699
2021-11-28,North Dakota,38,161340,1915
2021-11-28,Northern Mariana Islands,69,669,3
2021-11-28,Ohio,39,1677741,26483
2021-11-28,Oklahoma,40,662220,10879
2021-11-28,Oregon,41,387485,5116
2021-11-28,Pennsylvania,42,1725902,33283
2021-11-28,Puerto Rico,72,221551,3269
2021-11-28,Rhode Island,44,188561,2915
2021-11-28,South Carolina,45,915671,14186
2021-11-28,South Dakota,46,164292,2320
2021-11-28,Tennessee,47,1280475,16826
2021-11-28,Texas,48,4313064,73923
2021-11-28,Utah,49,592258,3487
2021-11-28,Vermont,50,48120,406
2021-11-28,Virgin Islands,78,7490,85
2021-11-28,Virginia,51,963739,14635
2021-11-28,Washington,53,770886,9256
2021-11-28,West Virginia,54,290909,4817
2021-11-28,Wisconsin,55,968415,9944
2021-11-28,Wyoming,56,110264,1347
2021-11-29,Alabama,01,845284,16116
2021-11-29,Alaska,02,149836,854
2021-11-29,American Samoa,60,5,0
2021-11-29,Arizona,04,1266809,22230
2021-11-29,Arkansas,05,527794,8655
2021-11-29,California,06,5080522,74553
2021-11-29,Colorado,08,831750,9339
2021-11-29,Connecticut,09,420785,8864
2021-11-29,Delaware,10,152904,2173
2021-11-29,District of Columbia,11,66857,1196
2021-11-29,Florida,12,3689788,61538
2021-11-29,Georgia,13,1628600,29350
2021-11-29,Guam,66,20148,264
2021-11-29,Hawaii,15,84685,1015
2021-11-29,Idaho,16,306238,3922
2021-11-29,Illinois,17,1809427,29349
2021-11-29,Indiana,18,1100744,17438
2021-11-29,Iowa,19,522858,7354
2021-11-29,Kansas,20,466200,6716
2021-11-29,Kentucky,21,788249,11010
2021-11-29,Louisiana,22,770305,14794
2021-11-29,Maine,23,118748,1307
2021-11-29,Maryland,24,585132,11190
2021-11-29,Massachusetts,25,915495,19373
2021-11-29,Michigan,26,1472288,25369
2021-11-29,Minnesota,27,899863,9506
2021-11-29,Mississippi,28,513622,10264
2021-11-29,Missouri,29,919579,15458
2021-11-29,Montana,30,190631,2639
2021-11-29,Nebraska,31,308384,3146
2021-11-29,Nevada,32,469743,7985
2021-11-29,New Hampshire,33,160287,1694
2021-11-29,New Jersey,34,1249454,28348
2021-11-29,New Mexico,35,313139,5357
2021-11-29,New York,36,2721968,56993
2021-11-29,North Carolina,37,1534351,18734
2021-11-29,North Dakota,38,161491,1915
2021-11-29,Northern Mariana Islands,69,669,3
2021-11-29,Ohio,39,1683472,26483
2021-11-29,Oklahoma,40,666040,10879
2021-11-29,Oregon,41,390066,5142
2021-11-29,Pennsylvania,42,1731154,33308
2021-11-29,Puerto Rico,72,221614,3269
2021-11-29,Rhode Island,44,190975,2927
2021-11-29,South Carolina,45,917833,14209
2021-11-29,South Dakota,46,164867,2328
2021-11-29,Tennessee,47,1284623,16860
2021-11-29,Texas,48,4321519,74069
2021-11-29,Utah,49,594738,3508
2021-11-29,Vermont,50,49801,410
2021-11-29,Virgin Islands,78,7508,85
2021-11-29,Virginia,51,967209,14684
2021-11-29,Washington,53,775613,9313
2021-11-29,West Virginia,54,294014,4837
2021-11-29,Wisconsin,55,974996,9955
2021-11-29,Wyoming,56,110824,1347
2021-11-30,Alabama,01,845761,16119
2021-11-30,Alaska,02,150004,856
2021-11-30,American Samoa,60,5,0
2021-11-30,Arizona,04,1269780,22307
2021-11-30,Arkansas,05,528838,8667
2021-11-30,California,06,5085477,74670
2021-11-30,Colorado,08,834363,9383
2021-11-30,Connecticut,09,421692,8905
2021-11-30,Delaware,10,153190,2178
2021-11-30,District of Columbia,11,66912,1196
2021-11-30,Florida,12,3691420,61548
2021-11-30,Georgia,13,1629989,29387
2021-11-30,Guam,66,20168,264
2021-11-30,Hawaii,15,84760,1015
2021-11-30,Idaho,16,306873,3930
2021-11-30,Illinois,17,1815121,29376
2021-11-30,Indiana,18,1104804,17557
2021-11-30,Iowa,19,525458,7354
2021-11-30,Kansas,20,466340,6717
2021-11-30,Kentucky,21,790608,11038
2021-11-30,Louisiana,22,770894,14801
2021-11-30,Maine,23,119662,1324
2021-11-30,Maryland,24,586376,11206
2021-11-30,Massachusetts,25,919097,19404
2021-11-30,Michigan,26,1472288,25369
2021-11-30,Minnesota,27,912494,9506
2021-11-30,Mississippi,28,514171,10285
2021-11-30,Missouri,29,922361,15533
2021-11-30,Montana,30,191222,2672
2021-11-30,Nebraska,31,309828,3155
2021-11-30,Nevada,32,470641,8017
2021-11-30,New Hampshire,33,161244,1716
2021-11-30,New Jersey,34,1252705,28390
2021-11-30,New Mexico,35,314264,5369
2021-11-30,New York,36,2728612,57049
2021-11-30,North Carolina,37,1536384,18760
2021-11-30,North Dakota,38,162332,1930
2021-11-30,Northern Mariana Islands,69,855,3
2021-11-30,Ohio,39,1690217,26587
2021-11-30,Oklahoma,40,666927,10879
2021-11-30,Oregon,41,391099,5161
2021-11-30,Pennsylvania,42,1736920,33421
2021-11-30,Puerto Rico,72,221629,3270
2021-11-30,Rhode Island,44,191763,2932
2021-11-30,South Carolina,45,918321,14210
2021-11-30,South Dakota,46,166208,2334
2021-11-30,Tennessee,47,1286770,16903
2021-11-30,Texas,48,4327626,74145
2021-11-30,Utah,49,595933,3528
2021-11-30,Vermont,50,50014,410
2021-11-30,Virgin Islands,78,7511,86
2021-11-30,Virginia,51,969116,14710
2021-11-30,Washington,53,777001,9349
2021-11-30,West Virginia,54,294794,4868
2021-11-30,Wisconsin,55,980861,10006
2021-11-30,Wyoming,56,111089,1428
2021-12-01,Alabama,01,846297,16143
2021-12-01,Alaska,02,150328,857
2021-12-01,American Samoa,60,10,0
2021-12-01,Arizona,04,1272943,22350
2021-12-01,Arkansas,05,529768,8687
2021-12-01,California,06,5090300,74781
2021-12-01,Colorado,08,836719,9449
2021-12-01,Connecticut,09,422785,8909
2021-12-01,Delaware,10,153762,2179
2021-12-01,District of Columbia,11,67047,1196
2021-12-01,Florida,12,3693516,61548
2021-12-01,Georgia,13,1631742,29446
2021-12-01,Guam,66,20168,264
2021-12-01,Hawaii,15,84848,1023
2021-12-01,Idaho,16,307589,3950
2021-12-01,Illinois,17,1821286,29432
2021-12-01,Indiana,18,1110812,17621
2021-12-01,Iowa,19,530060,7445
2021-12-01,Kansas,20,470543,6736
2021-12-01,Kentucky,21,793923,11090
2021-12-01,Louisiana,22,771837,14808
2021-12-01,Maine,23,120600,1327
2021-12-01,Maryland,24,587518,11220
2021-12-01,Massachusetts,25,924400,19430
2021-12-01,Michigan,26,1492148,25766
2021-12-01,Minnesota,27,916066,9606
2021-12-01,Mississippi,28,514639,10287
2021-12-01,Missouri,29,925527,15541
2021-12-01,Montana,30,191802,2726
2021-12-01,Nebraska,31,311212,3158
2021-12-01,Nevada,32,471484,8032
2021-12-01,New Hampshire,33,162583,1725
2021-12-01,New Jersey,34,1255893,28409
2021-12-01,New Mexico,35,316089,5381
2021-12-01,New York,36,2737932,57107
2021-12-01,North Carolina,37,1537345,18786
2021-12-01,North Dakota,38,163014,1936
2021-12-01,Northern Mariana Islands,69,855,3
2021-12-01,Ohio,39,1699161,26587
2021-12-01,Oklahoma,40,667512,10879
2021-12-01,Oregon,41,392197,5186
2021-12-01,Pennsylvania,42,1744526,33521
2021-12-01,Puerto Rico,72,221786,3270
2021-12-01,Rhode Island,44,192741,2935
2021-12-01,South Carolina,45,919184,14233
2021-12-01,South Dakota,46,167144,2349
2021-12-01,Tennessee,47,1288878,17054
2021-12-01,Texas,48,4332011,74244
2021-12-01,Utah,49,598230,3545
2021-12-01,Vermont,50,50510,413
2021-12-01,Virgin Islands,78,7514,87
2021-12-01,Virginia,51,971529,14730
2021-12-01,Washington,53,778346,9391
2021-12-01,West Virginia,54,295949,4895
2021-12-01,Wisconsin,55,986229,10048
2021-12-01,Wyoming,56,111275,1428
2021-12-02,Alabama,01,847064,16157
2021-12-02,Alaska,02,150672,859
2021-12-02,American Samoa,60,10,0
2021-12-02,Arizona,04,1276955,22383
2021-12-02,Arkansas,05,530994,8693
2021-12-02,California,06,5099788,74884
2021-12-02,Colorado,08,840763,9518
2021-12-02,Connecticut,09,424412,8909
2021-12-02,Delaware,10,154413,2182
2021-12-02,District of Columbia,11,67173,1197
2021-12-02,Florida,12,3695641,61630
2021-12-02,Georgia,13,1633336,29494
2021-12-02,Guam,66,20196,267
2021-12-02,Hawaii,15,84968,1024
2021-12-02,Idaho,16,308183,3950
2021-12-02,Illinois,17,1832924,29477
2021-12-02,Indiana,18,1116362,17652
2021-12-02,Iowa,19,530060,7445
2021-12-02,Kansas,20,470706,6736
2021-12-02,Kentucky,21,796679,11133
2021-12-02,Louisiana,22,772310,14814
2021-12-02,Maine,23,121447,1330
2021-12-02,Maryland,24,589346,11229
2021-12-02,Massachusetts,25,930079,19462
2021-12-02,Michigan,26,1492148,25766
2021-12-02,Minnesota,27,921373,9678
2021-12-02,Mississippi,28,515208,10290
2021-12-02,Missouri,29,929229,15554
2021-12-02,Montana,30,192135,2740
2021-12-02,Nebraska,31,312517,3168
2021-12-02,Nevada,32,472416,8050
2021-12-02,New Hampshire,33,163961,1732
2021-12-02,New Jersey,34,1260355,28420
2021-12-02,New Mexico,35,318135,5395
2021-12-02,New York,36,2749263,57158
2021-12-02,North Carolina,37,1541109,18817
2021-12-02,North Dakota,38,163603,1945
2021-12-02,Northern Mariana Islands,69,1062,3
2021-12-02,Ohio,39,1708292,26587
2021-12-02,Oklahoma,40,669132,10879
2021-12-02,Oregon,41,393232,5228
2021-12-02,Pennsylvania,42,1753669,33649
2021-12-02,Puerto Rico,72,221970,3271
2021-12-02,Rhode Island,44,193714,2939
2021-12-02,South Carolina,45,920311,14269
2021-12-02,South Dakota,46,167759,2355
2021-12-02,Tennessee,47,1291283,17152
2021-12-02,Texas,48,4336327,74346
2021-12-02,Utah,49,600211,3545
2021-12-02,Vermont,50,51134,414
2021-12-02,Virgin Islands,78,7525,87
2021-12-02,Virginia,51,974001,14741
2021-12-02,Washington,53,781778,9435
2021-12-02,West Virginia,54,297415,4945
2021-12-02,Wisconsin,55,992516,10095
2021-12-02,Wyoming,56,111560,1428
2021-12-03,Alabama,01,847659,16172
2021-12-03,Alaska,02,150989,859
2021-12-03,American Samoa,60,10,0
2021-12-03,Arizona,04,1282191,22397
2021-12-03,Arkansas,05,532168,8699
2021-12-03,California,06,5107543,74987
2021-12-03,Colorado,08,843446,9557
2021-12-03,Connecticut,09,425275,8925
2021-12-03,Delaware,10,155149,2194
2021-12-03,District of Columbia,11,67430,1197
2021-12-03,Florida,12,3697624,61701
2021-12-03,Georgia,13,1634659,29537
2021-12-03,Guam,66,20208,267
2021-12-03,Hawaii,15,85086,1025
2021-12-03,Idaho,16,308211,3953
2021-12-03,Illinois,17,1840377,29521
2021-12-03,Indiana,18,1121965,17712
2021-12-03,Iowa,19,530060,7445
2021-12-03,Kansas,20,475373,6759
2021-12-03,Kentucky,21,799509,11196
2021-12-03,Louisiana,22,772789,14826
2021-12-03,Maine,23,122242,1332
2021-12-03,Maryland,24,591046,11240
2021-12-03,Massachusetts,25,935844,19489
2021-12-03,Michigan,26,1514467,26077
2021-12-03,Minnesota,27,927055,9740
2021-12-03,Mississippi,28,515504,10296
2021-12-03,Missouri,29,929949,15556
2021-12-03,Montana,30,192446,2740
2021-12-03,Nebraska,31,313935,3180
2021-12-03,Nevada,32,473150,8070
2021-12-03,New Hampshire,33,165574,1739
2021-12-03,New Jersey,34,1264818,28434
2021-12-03,New Mexico,35,320520,5409
2021-12-03,New York,36,2760505,57211
2021-12-03,North Carolina,37,1544835,18835
2021-12-03,North Dakota,38,164126,1950
2021-12-03,Northern Mariana Islands,69,1104,3
2021-12-03,Ohio,39,1717876,26851
2021-12-03,Oklahoma,40,670420,11269
2021-12-03,Oregon,41,394569,5243
2021-12-03,Pennsylvania,42,1763796,33746
2021-12-03,Puerto Rico,72,222132,3272
2021-12-03,Rhode Island,44,194858,2941
2021-12-03,South Carolina,45,921722,14272
2021-12-03,South Dakota,46,168271,2357
2021-12-03,Tennessee,47,1293426,17254
